,Frequency,Recency,Monetary,Cluster,Cluster Name
1435,7,22,2572.25,2,Champions
1436,7,9,2507.05,2,Champions
1437,7,106,1227.07,3,Potential Loyalists
1438,7,36,1679.81,3,Potential Loyalists
1439,7,23,8479.76,2,Champions
1440,7,7,2761.4900000000002,2,Champions
1441,7,17,892.46,0,Loyal Customers
1442,7,98,2102.68,3,Potential Loyalists
1443,7,180,1128.44,3,Potential Loyalists
1444,7,7,3878.51,2,Champions
1445,7,28,1376.43,0,Loyal Customers
1446,7,32,2467.35,3,Potential Loyalists
1447,7,58,1726.57,3,Potential Loyalists
1448,7,30,955.5,0,Loyal Customers
1449,7,138,4479.73,3,Potential Loyalists
1450,7,106,813.64,3,Potential Loyalists
1451,7,10,2218.06,2,Champions
1452,7,59,3651.851,3,Potential Loyalists
1453,7,16,2960.25,2,Champions
1454,7,187,1215.97,3,Potential Loyalists
1455,7,12,1364.15,0,Loyal Customers
1456,7,7,1893.701,0,Loyal Customers
1457,7,238,1024.04,3,Potential Loyalists
1458,7,311,1770.96,3,Potential Loyalists
1459,7,118,6520.3,3,Potential Loyalists
1460,7,2,3037.32,2,Champions
1461,7,143,4041.97,3,Potential Loyalists
1462,7,39,1167.5,3,Potential Loyalists
1463,7,78,2970.9700000000003,3,Potential Loyalists
1464,7,7,2812.77,2,Champions
1465,7,18,3403.4500000000003,2,Champions
1466,7,217,830.9300000000001,3,Potential Loyalists
1467,7,24,1095.27,0,Loyal Customers
1468,7,18,2657.13,2,Champions
1469,7,17,2206.16,2,Champions
1470,7,12,911.99,0,Loyal Customers
1471,7,60,2749.65,3,Potential Loyalists
1472,7,241,3216.78,3,Potential Loyalists
1473,7,1,2373.82,2,Champions
1474,7,199,3959.86,3,Potential Loyalists
1475,7,366,1230.15,3,Potential Loyalists
1476,7,28,1455.8700000000001,0,Loyal Customers
1477,7,186,2416.42,3,Potential Loyalists
1478,7,0,1721.4,2,Champions
1479,7,15,2535.26,2,Champions
1480,7,425,2542.79,3,Potential Loyalists
1481,7,14,1082.55,0,Loyal Customers
1482,7,217,1047.33,3,Potential Loyalists
1483,7,16,1686.12,0,Loyal Customers
1484,7,13,1122.38,0,Loyal Customers
1485,7,144,2864.97,3,Potential Loyalists
1486,7,21,2859.46,2,Champions
1487,7,116,9903.24,3,Potential Loyalists
1488,7,7,3292.73,2,Champions
1489,7,39,1236.39,3,Potential Loyalists
1490,7,108,2064.71,3,Potential Loyalists
1491,7,99,2939.55,3,Potential Loyalists
1492,7,32,2365.77,3,Potential Loyalists
1493,7,11,1713.09,0,Loyal Customers
1494,7,1,998.49,0,Loyal Customers
1495,7,30,2057.39,3,Potential Loyalists
1496,7,4,2317.52,2,Champions
1497,7,52,3577.61,3,Potential Loyalists
1498,7,27,1170.4,0,Loyal Customers
1499,7,126,1703.02,3,Potential Loyalists
1500,7,6,1407.1200000000001,0,Loyal Customers
1501,7,49,5778.63,2,Champions
1502,7,49,1522.0800000000002,3,Potential Loyalists
1503,7,357,2049.15,3,Potential Loyalists
1504,7,64,1969.38,3,Potential Loyalists
1505,7,9,3760.29,2,Champions
1506,7,7,2283.63,2,Champions
1507,7,275,3747.84,3,Potential Loyalists
1508,7,10,4478.53,2,Champions
1509,7,394,1092.06,3,Potential Loyalists
1510,7,126,3378.4000000000005,3,Potential Loyalists
1511,7,10,1254.64,0,Loyal Customers
1512,7,264,1165.36,3,Potential Loyalists
1513,7,50,4316.56,3,Potential Loyalists
1514,7,24,3941.9,2,Champions
1515,7,58,5678.16,3,Potential Loyalists
1516,7,3,2649.14,2,Champions
1517,7,118,1962.3,3,Potential Loyalists
1518,7,78,23419.29,2,Champions
1519,7,1,2768.83,2,Champions
1520,7,42,4182.99,3,Potential Loyalists
1521,6,56,2304.03,3,Potential Loyalists
1522,6,133,1490.23,3,Potential Loyalists
1523,6,463,2059.67,3,Potential Loyalists
1524,6,21,1424.94,0,Loyal Customers
1525,6,21,2724.84,0,Loyal Customers
1526,6,71,2399.4500000000003,3,Potential Loyalists
1527,6,218,1712.26,3,Potential Loyalists
1528,6,43,1656.52,3,Potential Loyalists
1529,6,216,952.41,3,Potential Loyalists
1530,6,15,1098.6,0,Loyal Customers
1531,6,4,1843.75,0,Loyal Customers
1532,6,17,8438.34,2,Champions
1533,6,79,13925.93,3,Potential Loyalists
1534,6,134,1879.44,3,Potential Loyalists
1535,6,14,1803.1000000000001,0,Loyal Customers
1536,6,10,2184.63,0,Loyal Customers
1537,6,11,1657.87,0,Loyal Customers
1538,6,65,2940.36,3,Potential Loyalists
1539,6,301,2642.35,3,Potential Loyalists
1540,6,144,1379.08,3,Potential Loyalists
1541,6,139,3734.6600000000003,3,Potential Loyalists
1542,6,177,1101.44,3,Potential Loyalists
1543,6,23,1268.2,0,Loyal Customers
1544,6,329,1441.06,3,Potential Loyalists
1545,6,21,4835.89,2,Champions
1546,6,7,1793.06,0,Loyal Customers
1547,6,56,814.07,3,Potential Loyalists
1548,6,50,2025.69,3,Potential Loyalists
1549,6,366,3127.99,3,Potential Loyalists
1550,6,75,1222.5,3,Potential Loyalists
1551,6,16,2634.44,0,Loyal Customers
1552,6,2,1840.06,0,Loyal Customers
1553,6,68,1288.34,3,Potential Loyalists
1554,6,357,1962.01,3,Potential Loyalists
1555,6,112,2821.08,3,Potential Loyalists
1556,6,172,1044.3700000000001,3,Potential Loyalists
1557,6,537,3358.3999999999996,3,Potential Loyalists
1558,6,1,1838.8500000000001,0,Loyal Customers
1559,6,172,1632.67,3,Potential Loyalists
1560,6,257,1169.68,3,Potential Loyalists
1561,6,236,1527.6100000000001,3,Potential Loyalists
1562,6,11,924.14,0,Loyal Customers
1563,6,379,1177.72,3,Potential Loyalists
1564,6,198,949.9,3,Potential Loyalists
1565,6,24,1739.09,0,Loyal Customers
1566,6,94,3100.09,3,Potential Loyalists
1567,6,136,1052.72,3,Potential Loyalists
1568,6,49,1952.17,3,Potential Loyalists
1569,6,70,2919.62,3,Potential Loyalists
1570,6,18,1006.75,0,Loyal Customers
1571,6,78,1876.23,3,Potential Loyalists
1572,6,2,2427.32,2,Champions
1573,6,22,2030.33,0,Loyal Customers
1574,6,188,1000.27,3,Potential Loyalists
1575,6,8,1933.48,0,Loyal Customers
1576,6,31,1572.55,0,Loyal Customers
1577,6,575,1575.68,3,Potential Loyalists
1578,6,309,374.55,3,Potential Loyalists
1579,6,18,1711.73,0,Loyal Customers
1580,6,17,1450.19,0,Loyal Customers
1581,6,29,1785.1100000000001,0,Loyal Customers
1582,6,164,1694.41,3,Potential Loyalists
1583,6,216,1194.08,3,Potential Loyalists
1584,6,0,4652.1,2,Champions
1585,6,78,1064.77,3,Potential Loyalists
1586,6,184,683.46,3,Potential Loyalists
1587,6,4,2376.17,2,Champions
1588,6,421,1552.35,3,Potential Loyalists
1589,6,184,1068.5,3,Potential Loyalists
1590,6,189,681.26,3,Potential Loyalists
1591,6,36,96.11,0,Loyal Customers
1592,6,3,788.15,0,Loyal Customers
1593,6,56,2469.37,3,Potential Loyalists
1594,6,433,743.0,3,Potential Loyalists
1595,6,256,1453.68,3,Potential Loyalists
1596,6,113,2280.51,3,Potential Loyalists
1597,6,455,1965.72,3,Potential Loyalists
1598,6,195,911.3199999999999,3,Potential Loyalists
1599,6,9,2248.5,0,Loyal Customers
1600,6,21,1372.8,0,Loyal Customers
1601,6,70,875.1500000000001,3,Potential Loyalists
1602,6,187,1514.81,3,Potential Loyalists
1603,6,25,1430.03,0,Loyal Customers
1604,6,21,746.39,0,Loyal Customers
1605,6,106,2157.73,3,Potential Loyalists
1606,6,56,3481.57,3,Potential Loyalists
1607,6,388,426.9,3,Potential Loyalists
1608,6,78,1708.99,3,Potential Loyalists
1609,6,53,1442.32,3,Potential Loyalists
1610,6,29,3144.04,3,Potential Loyalists
1611,6,129,1880.51,3,Potential Loyalists
1612,6,27,2863.08,3,Potential Loyalists
1613,6,148,1830.54,3,Potential Loyalists
1614,6,23,2332.74,0,Loyal Customers
1615,6,114,1587.94,3,Potential Loyalists
1616,6,39,1852.15,3,Potential Loyalists
1617,6,32,3634.84,3,Potential Loyalists
1618,6,11,852.88,0,Loyal Customers
1619,6,3,2274.14,0,Loyal Customers
1620,6,79,2446.41,3,Potential Loyalists
1621,6,275,615.17,3,Potential Loyalists
1622,6,86,3168.94,3,Potential Loyalists
1623,6,129,721.8,3,Potential Loyalists
1624,6,20,3175.12,2,Champions
1625,6,44,1547.93,3,Potential Loyalists
1626,6,216,942.38,3,Potential Loyalists
1627,6,49,904.52,3,Potential Loyalists
1628,6,14,1120.74,0,Loyal Customers
1629,6,58,2967.51,3,Potential Loyalists
1630,6,72,895.62,3,Potential Loyalists
1631,6,22,21429.39,2,Champions
1632,6,471,1404.58,3,Potential Loyalists
1633,6,6,5309.42,2,Champions
1634,6,24,1590.6000000000001,0,Loyal Customers
1635,6,42,1409.8600000000001,3,Potential Loyalists
1636,6,450,1175.78,3,Potential Loyalists
1637,6,1,2225.91,2,Champions
1638,6,373,863.51,3,Potential Loyalists
1639,6,14,947.5,0,Loyal Customers
1640,6,43,2249.52,3,Potential Loyalists
1641,6,49,953.58,3,Potential Loyalists
1642,6,2,1018.71,0,Loyal Customers
1643,6,37,6814.64,2,Champions
1644,6,73,1153.56,3,Potential Loyalists
1645,6,20,918.44,0,Loyal Customers
1646,6,365,4892.68,3,Potential Loyalists
1647,6,58,943.84,3,Potential Loyalists
1648,6,32,4534.57,2,Champions
1649,6,204,1433.07,3,Potential Loyalists
1650,6,39,790.2,0,Loyal Customers
1651,6,15,1418.32,0,Loyal Customers
1652,6,63,1158.79,3,Potential Loyalists
1653,6,231,2407.98,3,Potential Loyalists
1654,6,16,655.37,0,Loyal Customers
1655,6,30,3042.47,3,Potential Loyalists
1656,6,7,2170.78,0,Loyal Customers
1657,6,210,3688.0,3,Potential Loyalists
1658,6,51,2792.5499999999997,3,Potential Loyalists
1659,6,16,1200.51,0,Loyal Customers
1660,6,162,1894.93,3,Potential Loyalists
1661,6,77,3566.56,3,Potential Loyalists
1662,6,16,1041.16,0,Loyal Customers
1663,6,282,1166.83,3,Potential Loyalists
1664,6,86,2867.86,3,Potential Loyalists
1665,6,70,1859.24,3,Potential Loyalists
1666,6,72,1265.82,3,Potential Loyalists
1667,6,56,1492.2,3,Potential Loyalists
1668,6,175,836.95,3,Potential Loyalists
1669,6,99,2444.85,3,Potential Loyalists
1670,6,7,1665.21,0,Loyal Customers
1671,6,354,1259.94,3,Potential Loyalists
1672,6,11,993.23,0,Loyal Customers
1673,6,8,2778.14,2,Champions
1674,6,261,1838.95,3,Potential Loyalists
1675,6,40,615.0799999999999,0,Loyal Customers
1676,6,24,2212.9900000000002,0,Loyal Customers
1677,6,17,1766.72,0,Loyal Customers
1678,6,38,4160.0,3,Potential Loyalists
1679,6,57,3097.64,3,Potential Loyalists
1680,6,431,2037.7,3,Potential Loyalists
1681,6,171,5628.99,3,Potential Loyalists
1682,6,18,761.59,0,Loyal Customers
1683,6,147,1452.39,3,Potential Loyalists
1684,6,127,4359.2,3,Potential Loyalists
1685,6,7,1335.19,0,Loyal Customers
1686,6,373,797.8499999999999,3,Potential Loyalists
1687,6,50,3151.4,3,Potential Loyalists
1688,6,16,1889.25,0,Loyal Customers
1689,6,59,1059.1200000000001,3,Potential Loyalists
1690,6,31,922.16,0,Loyal Customers
1691,6,18,1006.53,0,Loyal Customers
1692,6,448,1273.16,3,Potential Loyalists
1693,6,197,415.87,3,Potential Loyalists
1694,6,56,2030.95,3,Potential Loyalists
1695,6,4,1734.87,0,Loyal Customers
1696,6,143,1603.99,3,Potential Loyalists
1697,6,64,1579.51,3,Potential Loyalists
1698,6,283,1794.32,3,Potential Loyalists
1699,6,177,1507.26,3,Potential Loyalists
1700,6,7,3347.31,2,Champions
1701,6,436,2100.09,3,Potential Loyalists
1702,6,376,1357.95,3,Potential Loyalists
1703,6,395,1189.3799999999999,3,Potential Loyalists
1704,6,8,911.26,0,Loyal Customers
1705,6,108,5236.7300000000005,3,Potential Loyalists
1706,6,7,3856.9700000000003,2,Champions
1707,6,73,1213.811,3,Potential Loyalists
1708,6,639,429.44,3,Potential Loyalists
1709,6,133,2494.14,3,Potential Loyalists
1710,6,4,1669.49,0,Loyal Customers
1711,6,65,5580.2699999999995,3,Potential Loyalists
1712,6,4,3450.41,2,Champions
1713,6,573,2305.59,3,Potential Loyalists
1714,6,415,1099.81,3,Potential Loyalists
1715,6,6,2050.08,0,Loyal Customers
1716,6,378,1229.95,3,Potential Loyalists
1717,6,35,1242.75,0,Loyal Customers
1718,6,24,949.39,0,Loyal Customers
1719,6,32,4732.03,2,Champions
1720,6,71,1049.79,3,Potential Loyalists
1721,6,22,1101.97,0,Loyal Customers
1722,6,146,941.99,3,Potential Loyalists
1723,6,371,1777.5,3,Potential Loyalists
1724,6,21,1760.49,0,Loyal Customers
1725,6,185,2148.38,3,Potential Loyalists
1726,6,60,7587.1900000000005,3,Potential Loyalists
1727,6,8,2330.77,0,Loyal Customers
1728,6,51,1778.96,3,Potential Loyalists
1729,6,14,1064.26,0,Loyal Customers
1730,6,49,1982.6100000000001,3,Potential Loyalists
1731,6,154,1517.3600000000001,3,Potential Loyalists
1732,6,18,1260.51,0,Loyal Customers
1733,6,26,1655.2,0,Loyal Customers
1734,6,84,2289.23,3,Potential Loyalists
1735,6,313,889.75,3,Potential Loyalists
1736,6,472,1027.03,3,Potential Loyalists
1737,6,40,2287.7,3,Potential Loyalists
1738,6,441,1182.22,3,Potential Loyalists
1739,6,12,1666.8400000000001,0,Loyal Customers
1740,6,11,2773.85,2,Champions
1741,6,6,1133.25,0,Loyal Customers
1742,6,3,419.18,0,Loyal Customers
1743,6,7,962.94,0,Loyal Customers
1744,6,34,1915.68,3,Potential Loyalists
1745,6,53,4412.56,3,Potential Loyalists
1746,6,462,299.4,3,Potential Loyalists
1747,6,122,1900.0800000000002,3,Potential Loyalists
1748,6,10,1877.51,0,Loyal Customers
1749,6,0,970.52,0,Loyal Customers
1750,6,3,1286.27,0,Loyal Customers
1751,6,184,1120.31,3,Potential Loyalists
1752,6,85,2475.23,3,Potential Loyalists
1753,6,54,2083.14,3,Potential Loyalists
1754,6,28,2985.13,3,Potential Loyalists
1755,6,30,2870.3199999999997,3,Potential Loyalists
1756,6,32,1370.48,0,Loyal Customers
1757,6,3,1758.93,0,Loyal Customers
1758,6,16,2883.1,2,Champions
1759,6,6,1706.3700000000001,0,Loyal Customers
1760,6,222,1649.81,3,Potential Loyalists
1761,6,77,2211.6,3,Potential Loyalists
1762,6,92,2796.1,3,Potential Loyalists
1763,6,185,1785.13,3,Potential Loyalists
1764,6,11,846.62,0,Loyal Customers
1765,6,194,2526.65,3,Potential Loyalists
1766,6,0,2409.04,2,Champions
1767,6,127,1456.66,3,Potential Loyalists
1768,6,21,2812.34,2,Champions
1769,6,76,1213.13,3,Potential Loyalists
1770,6,201,2615.6,3,Potential Loyalists
1771,6,367,690.83,3,Potential Loyalists
1772,6,22,3364.59,2,Champions
1773,6,391,1192.94,3,Potential Loyalists
1774,6,136,792.51,3,Potential Loyalists
1775,6,33,2361.9,3,Potential Loyalists
1776,6,45,2619.92,3,Potential Loyalists
1777,6,142,2123.88,3,Potential Loyalists
1778,6,94,2558.58,3,Potential Loyalists
1779,6,3,1545.6200000000001,0,Loyal Customers
1780,6,9,2420.84,0,Loyal Customers
1781,6,30,2054.36,3,Potential Loyalists
1782,6,8,1477.94,0,Loyal Customers
1783,6,23,1505.8500000000001,0,Loyal Customers
1784,6,199,969.1200000000001,3,Potential Loyalists
1785,6,16,1006.63,0,Loyal Customers
1786,6,10,586.0,0,Loyal Customers
1787,6,14,3280.59,2,Champions
1788,6,81,4162.04,3,Potential Loyalists
1789,6,322,1256.9,3,Potential Loyalists
1790,6,74,2596.93,3,Potential Loyalists
1791,6,226,1921.76,3,Potential Loyalists
1792,6,2,3543.26,2,Champions
1793,6,100,788.01,3,Potential Loyalists
1794,6,392,1001.01,3,Potential Loyalists
1795,6,378,2265.2,3,Potential Loyalists
1796,6,92,1991.23,3,Potential Loyalists
1797,6,26,1267.6499999999999,0,Loyal Customers
1798,6,27,4008.52,2,Champions
1799,6,182,1610.59,3,Potential Loyalists
1800,6,22,6371.73,2,Champions
1801,5,44,4067.38,3,Potential Loyalists
1802,5,27,1785.98,0,Loyal Customers
1803,5,52,797.59,0,Loyal Customers
1804,5,2,1191.13,0,Loyal Customers
1805,5,167,3987.07,3,Potential Loyalists
1806,5,90,1405.94,3,Potential Loyalists
1807,5,36,1259.06,0,Loyal Customers
1808,5,555,658.02,3,Potential Loyalists
1809,5,233,607.0,3,Potential Loyalists
1810,5,65,1726.58,3,Potential Loyalists
1811,5,51,3469.3,3,Potential Loyalists
1812,5,31,1188.42,0,Loyal Customers
1813,5,150,396.03000000000003,3,Potential Loyalists
1814,5,68,1250.63,3,Potential Loyalists
1815,5,381,1496.6,3,Potential Loyalists
1816,5,10,622.01,0,Loyal Customers
1817,5,155,688.2,3,Potential Loyalists
1818,5,55,16679.78,2,Champions
1819,5,44,4203.93,3,Potential Loyalists
1820,5,187,3670.74,3,Potential Loyalists
1821,5,28,3928.0499999999997,3,Potential Loyalists
1822,5,312,2303.09,3,Potential Loyalists
1823,5,164,2284.69,3,Potential Loyalists
1824,5,38,1826.89,3,Potential Loyalists
1825,5,392,392.13,3,Potential Loyalists
1826,5,183,417.61,3,Potential Loyalists
1827,5,19,892.33,0,Loyal Customers
1828,5,122,1928.93,3,Potential Loyalists
1829,5,281,623.46,3,Potential Loyalists
1830,5,392,1802.02,3,Potential Loyalists
1831,5,426,1550.63,3,Potential Loyalists
1832,5,17,1422.52,0,Loyal Customers
1833,5,77,1336.0900000000001,3,Potential Loyalists
1834,5,79,1292.18,3,Potential Loyalists
1835,5,261,1594.69,3,Potential Loyalists
1836,5,202,1220.38,3,Potential Loyalists
1837,5,505,2956.56,3,Potential Loyalists
1838,5,44,623.93,0,Loyal Customers
1839,5,28,2442.37,0,Loyal Customers
1840,5,25,885.21,0,Loyal Customers
1841,5,59,946.59,3,Potential Loyalists
1842,5,274,3255.96,3,Potential Loyalists
1843,5,37,3326.86,3,Potential Loyalists
1844,5,77,3862.88,3,Potential Loyalists
1845,5,52,2092.66,3,Potential Loyalists
1846,5,368,3006.08,3,Potential Loyalists
1847,5,4,1028.0,0,Loyal Customers
1848,5,68,1179.48,3,Potential Loyalists
1849,5,63,1891.91,3,Potential Loyalists
1850,5,442,927.61,3,Potential Loyalists
1851,5,38,994.51,0,Loyal Customers
1852,5,19,978.69,0,Loyal Customers
1853,5,17,977.9300000000001,0,Loyal Customers
1854,5,127,1806.9,3,Potential Loyalists
1855,5,173,1091.34,3,Potential Loyalists
1856,5,2,2150.04,0,Loyal Customers
1857,5,24,4087.19,3,Potential Loyalists
1858,5,107,1054.92,3,Potential Loyalists
1859,5,133,1554.6100000000001,3,Potential Loyalists
1860,5,274,1654.03,3,Potential Loyalists
1861,5,27,1541.2,0,Loyal Customers
1862,5,60,1757.75,3,Potential Loyalists
1863,5,2,787.85,0,Loyal Customers
1864,5,30,2647.59,3,Potential Loyalists
1865,5,3,2654.11,0,Loyal Customers
1866,5,400,1570.81,3,Potential Loyalists
1867,5,320,1627.62,3,Potential Loyalists
1868,5,94,1508.18,3,Potential Loyalists
1869,5,18,1125.15,0,Loyal Customers
1870,5,35,1840.73,3,Potential Loyalists
1871,5,64,1102.9,3,Potential Loyalists
1872,5,8,1624.05,0,Loyal Customers
1873,5,65,1200.2,3,Potential Loyalists
1874,5,14,614.66,0,Loyal Customers
1875,5,81,6201.8,3,Potential Loyalists
1876,5,2,1455.23,0,Loyal Customers
1877,5,79,3156.17,3,Potential Loyalists
1878,5,13,1403.2,0,Loyal Customers
1879,5,119,1666.39,3,Potential Loyalists
1880,5,19,1382.74,0,Loyal Customers
1881,5,91,571.35,3,Potential Loyalists
1882,5,211,1299.49,3,Potential Loyalists
1883,5,382,1222.04,3,Potential Loyalists
1884,5,235,955.21,3,Potential Loyalists
1885,5,108,795.83,3,Potential Loyalists
1886,5,370,1169.6100000000001,3,Potential Loyalists
1887,5,30,1004.38,0,Loyal Customers
1888,5,112,827.6800000000001,3,Potential Loyalists
1889,5,156,1906.07,3,Potential Loyalists
1890,5,27,1356.33,0,Loyal Customers
1891,5,381,946.72,3,Potential Loyalists
1892,5,277,753.56,3,Potential Loyalists
1893,5,1,2879.7000000000003,2,Champions
1894,5,259,2460.79,3,Potential Loyalists
1895,5,172,620.89,3,Potential Loyalists
1896,5,372,1055.05,3,Potential Loyalists
1897,5,60,1349.67,3,Potential Loyalists
1898,5,15,1276.42,0,Loyal Customers
1899,5,149,402.0,3,Potential Loyalists
1900,5,42,2048.07,3,Potential Loyalists
1901,5,80,1555.34,3,Potential Loyalists
1902,5,11,1133.44,0,Loyal Customers
1903,5,79,1048.8899999999999,3,Potential Loyalists
1904,5,81,3503.5,3,Potential Loyalists
1905,5,428,1155.0300000000002,3,Potential Loyalists
1906,5,4,2463.17,0,Loyal Customers
1907,5,30,1927.3,0,Loyal Customers
1908,5,406,3292.84,3,Potential Loyalists
1909,5,17,8756.64,2,Champions
1910,5,256,3805.5099999999998,3,Potential Loyalists
1911,5,290,5307.07,3,Potential Loyalists
1912,5,23,803.9,0,Loyal Customers
1913,5,76,2287.19,3,Potential Loyalists
1914,5,280,1387.58,3,Potential Loyalists
1915,5,4,1105.8799999999999,0,Loyal Customers
1916,5,154,743.53,3,Potential Loyalists
1917,5,238,5988.83,3,Potential Loyalists
1918,5,225,1417.95,3,Potential Loyalists
1919,5,2,1036.58,0,Loyal Customers
1920,5,6,976.62,0,Loyal Customers
1921,5,105,953.63,3,Potential Loyalists
1922,5,384,2502.82,3,Potential Loyalists
1923,5,73,1312.21,3,Potential Loyalists
1924,5,31,1980.0,0,Loyal Customers
1925,5,21,2099.59,0,Loyal Customers
1926,5,357,871.36,3,Potential Loyalists
1927,5,44,1028.74,0,Loyal Customers
1928,5,5,798.35,0,Loyal Customers
1929,5,66,1019.13,3,Potential Loyalists
1930,5,1,891.98,0,Loyal Customers
1931,5,56,1555.34,3,Potential Loyalists
1932,5,53,593.19,0,Loyal Customers
1933,5,21,551.21,0,Loyal Customers
1934,5,35,2103.41,3,Potential Loyalists
1935,5,4,1257.68,0,Loyal Customers
1936,5,2,1662.3,0,Loyal Customers
1937,5,1,501.71999999999997,0,Loyal Customers
1938,5,129,2308.54,3,Potential Loyalists
1939,5,20,2795.33,0,Loyal Customers
1940,5,39,2362.91,3,Potential Loyalists
1941,5,107,2889.28,3,Potential Loyalists
1942,5,32,1290.31,0,Loyal Customers
1943,5,107,3390.4300000000003,3,Potential Loyalists
1944,5,73,1666.8600000000001,3,Potential Loyalists
1945,5,65,1723.4,3,Potential Loyalists
1946,5,59,881.35,3,Potential Loyalists
1947,5,322,882.46,3,Potential Loyalists
1948,5,62,1119.46,3,Potential Loyalists
1949,5,0,2919.65,2,Champions
1950,5,337,852.21,3,Potential Loyalists
1951,5,21,1717.36,0,Loyal Customers
1952,5,175,1776.0,3,Potential Loyalists
1953,5,100,954.26,3,Potential Loyalists
1954,5,14,1135.63,0,Loyal Customers
1955,5,421,1370.34,3,Potential Loyalists
1956,5,206,1346.75,3,Potential Loyalists
1957,5,32,1115.68,0,Loyal Customers
1958,5,354,1580.54,3,Potential Loyalists
1959,5,21,856.03,0,Loyal Customers
1960,5,28,1593.09,0,Loyal Customers
1961,5,252,1153.85,3,Potential Loyalists
1962,5,183,1013.35,3,Potential Loyalists
1963,5,178,2061.4700000000003,3,Potential Loyalists
1964,5,468,2215.78,3,Potential Loyalists
1965,5,119,2192.51,3,Potential Loyalists
1966,5,52,1826.04,3,Potential Loyalists
1967,5,106,498.93,3,Potential Loyalists
1968,5,22,1917.41,0,Loyal Customers
1969,5,12,1705.64,0,Loyal Customers
1970,5,57,846.87,3,Potential Loyalists
1971,5,17,1159.11,0,Loyal Customers
1972,5,169,1006.98,3,Potential Loyalists
1973,5,121,1253.76,3,Potential Loyalists
1974,5,16,780.5,0,Loyal Customers
1975,5,315,1338.08,3,Potential Loyalists
1976,5,52,1800.07,3,Potential Loyalists
1977,5,77,3069.88,3,Potential Loyalists
1978,5,333,1700.52,3,Potential Loyalists
1979,5,375,922.59,3,Potential Loyalists
1980,5,13,998.53,0,Loyal Customers
1981,5,527,838.27,3,Potential Loyalists
1982,5,156,1272.21,3,Potential Loyalists
1983,5,11,2919.81,0,Loyal Customers
1984,5,15,1214.72,0,Loyal Customers
1985,5,11,1425.38,0,Loyal Customers
1986,5,40,680.1800000000001,0,Loyal Customers
1987,5,56,1616.54,3,Potential Loyalists
1988,5,202,672.1700000000001,3,Potential Loyalists
1989,5,44,1087.66,0,Loyal Customers
1990,5,11,1086.24,0,Loyal Customers
1991,5,2,2112.12,0,Loyal Customers
1992,5,413,1386.1200000000001,3,Potential Loyalists
1993,5,381,796.9,3,Potential Loyalists
1994,5,142,1356.99,3,Potential Loyalists
1995,5,178,772.41,3,Potential Loyalists
1996,5,311,946.47,3,Potential Loyalists
1997,5,302,861.01,3,Potential Loyalists
1998,5,48,871.79,0,Loyal Customers
1999,5,23,1376.87,0,Loyal Customers
2000,5,9,2874.72,0,Loyal Customers
2001,5,49,1630.91,3,Potential Loyalists
2002,5,252,541.02,3,Potential Loyalists
2003,5,235,1446.95,3,Potential Loyalists
2004,5,53,1668.83,3,Potential Loyalists
2005,5,0,1952.45,0,Loyal Customers
2006,5,19,1045.74,0,Loyal Customers
2007,5,161,2435.48,3,Potential Loyalists
2008,5,29,1278.06,0,Loyal Customers
2009,5,1,1070.71,0,Loyal Customers
2010,5,1,534.06,0,Loyal Customers
2011,5,253,1422.77,3,Potential Loyalists
2012,5,36,776.7,0,Loyal Customers
2013,5,260,1033.9,3,Potential Loyalists
2014,5,127,1357.46,3,Potential Loyalists
2015,5,120,2315.75,3,Potential Loyalists
2016,5,70,1070.17,3,Potential Loyalists
2017,5,539,1511.94,3,Potential Loyalists
2018,5,1,1581.84,0,Loyal Customers
2019,5,213,3484.09,3,Potential Loyalists
2020,5,3,725.07,0,Loyal Customers
2021,5,40,1688.6,3,Potential Loyalists
2022,5,22,732.0699999999999,0,Loyal Customers
2023,5,14,1374.34,0,Loyal Customers
2024,5,21,2145.34,0,Loyal Customers
2025,5,18,1111.15,0,Loyal Customers
2026,5,133,2398.91,3,Potential Loyalists
2027,5,248,2386.19,3,Potential Loyalists
2028,5,46,761.96,0,Loyal Customers
2029,5,56,1450.04,3,Potential Loyalists
2030,5,213,1890.5700000000002,3,Potential Loyalists
2031,5,171,2733.8,3,Potential Loyalists
2032,5,64,1898.01,3,Potential Loyalists
2033,5,596,731.2,3,Potential Loyalists
2034,5,72,1674.69,3,Potential Loyalists
2035,5,109,1084.57,3,Potential Loyalists
2036,5,15,891.34,0,Loyal Customers
2037,5,16,1521.04,0,Loyal Customers
2038,5,452,1039.8500000000001,3,Potential Loyalists
2039,5,388,1739.92,3,Potential Loyalists
2040,5,36,949.12,0,Loyal Customers
2041,5,640,1016.47,3,Potential Loyalists
2042,5,269,1509.34,3,Potential Loyalists
2043,5,65,2026.06,3,Potential Loyalists
2044,5,3,2047.8,0,Loyal Customers
2045,5,15,2009.16,0,Loyal Customers
2046,5,119,1824.49,3,Potential Loyalists
2047,5,60,2216.37,3,Potential Loyalists
2048,5,330,492.88,3,Potential Loyalists
2049,5,50,1513.57,3,Potential Loyalists
2050,5,198,1143.27,3,Potential Loyalists
2051,5,22,2099.54,0,Loyal Customers
2052,5,413,852.53,3,Potential Loyalists
2053,5,30,2114.33,0,Loyal Customers
2054,5,1,1217.27,0,Loyal Customers
2055,5,31,3076.06,3,Potential Loyalists
2056,5,16,1261.88,0,Loyal Customers
